id_transaccion,id_cliente,monto,fecha,id_tienda,_id,nombre,genero,edad,ingresos,gastos_mensuales,puntos_lealtad,preferencias_producto,ciudad,estado
3546,1165,5005.6,12-03-2023,8,{'$oid': '69fd6ef6476e52befdc83dc0'},Homero Alejandro Quintana,No binario,30,284160.63,29619.45,539625,['hogar y cocina'],Campeche,Campeche
3547,278,4335.46,05/11/2023,56,{'$oid': '69fd6ef6476e52befdc83a49'},Lic. Gabriela Cisneros,Masculino,46,318761.01,218363.0,581252,"['HOGAR Y COCINA', 'Hogar y Cocina', 'ROPA Y CALZADO']",Torreón,Coahuila
3548,1055,1740.65,2021-07-09,14,{'$oid': '69fd6ef6476e52befdc83d52'},Lic. Karina Casanova,Femenino,46,271790.41,53753.42,509289,['BELLEZA'],Villahermosa,Tabasco
3549,1010,8642.13,08/08/2022,78,{'$oid': '69fd6ef6476e52befdc83d25'},María Luisa Casas,Prefiere no decir,55,203183.27,68959.3,272237,"['Belleza', 'hogar y cocina']",Morelia,Michoacán
3550,823,7943.53,2022-03-27,9,{'$oid': '69fd6ef6476e52befdc83c6a'},Juana Gabriel Urrutia,Femenino,38,332163.71,173377.43,470169,['DEPORTES'],La Paz,Baja California Sur
3551,366,3916.77,23/08/2022,16,{'$oid': '69fd6ef6476e52befdc83aa1'},Zacarías Dolores Jáquez Dueñas,Masculino,72,264367.09,13092.27,520041,"['electrónica', 'Hogar y Cocina']",Tijuana,Baja California
3552,1127,511.0,2020-07-07,71,{'$oid': '69fd6ef6476e52befdc83d9a'},Ing. Cristina Rodarte,Masculino,71,185178.5,8719.51,241336,"['hogar y cocina', 'Hogar y Cocina', 'ROPA Y CALZADO', 'Deportes', 'DEPORTES']",Mérida,Yucatán
3553,294,8390.07,2021-07-14,15,{'$oid': '69fd6ef6476e52befdc83a59'},Delia Segovia Cintrón,Masculino,27,37096.41,7916.87,85190,"['deportes', 'Belleza', 'DEPORTES', 'Electrónica']",Campeche,Campeche
3554,923,4689.02,2021-11-25,17,{'$oid': '69fd6ef6476e52befdc83cce'},Joaquín Batista Miranda,Masculino,67,173964.65,35261.25,632732,"['ROPA Y CALZADO', 'Electrónica', 'ELECTRÓNICA', 'hogar y cocina', 'HOGAR Y COCINA']",Celaya,Guanajuato
3555,557,251.17,05-25-2023,33,{'$oid': '69fd6ef6476e52befdc83b60'},Rolando Ureña,No binario,23,349303.96,313663.91,251684,"['Deportes', 'hogar y cocina', 'ELECTRÓNICA', 'belleza']",Chetumal,Quintana Roo
3556,1007,667.4,03-24-2022,66,{'$oid': '69fd6ef6476e52befdc83d22'},Sr(a). Elena de la Torre,No binario,32,284961.83,193612.36,348100,"['electrónica', 'deportes', 'Electrónica', 'DEPORTES', 'belleza']",Celay,Guanajuato
3557,420,397.21,01-17-2023,34,{'$oid': '69fd6ef6476e52befdc83ad7'},Dr. Marisol Alfaro,Masculino,72,28394.7,10554.28,730383,"['deportes', 'ROPA Y CALZADO', 'Hogar y Cocina']",Monterrey,Nuevo León
3558,372,3145.99,24/03/2022,39,{'$oid': '69fd6ef6476e52befdc83aa7'},Ignacio Yeni Valdivia,Masculino,50,105204.38,78390.96,517887,"['DEPORTES', 'electrónica']",Mérida,Yucatán
3559,63,1984.73,13/03/2023,25,{'$oid': '69fd6ef6476e52befdc83972'},Natalia Francisco Javier Delgadillo Arroyo,Prefiere no decir,52,48856.25,39396.67,183135,"['ROPA Y CALZADO', 'Deportes']",Monterrey,Nuevo León
3560,347,8986.26,"Jun 23, 2023",33,{'$oid': '69fd6ef6476e52befdc83a8e'},Dr. Jesús Vásquez,Prefiere no decir,29,40422.28,37951.92,401422,"['ropa y calzado', 'hogar y cocina']",Querétaro,Querétaro
3561,672,411.45,18/10/2021,38,{'$oid': '69fd6ef6476e52befdc83bd3'},Lourdes Pacheco Pineda,No binario,57,335639.71,231777.09,417661,"['belleza', 'electrónica']",Culiacán,Sinaloa
3562,1022,3707.37,19/02/2021,47,{'$oid': '69fd6ef6476e52befdc83d31'},Ana Rolando Apodaca Blanco,Femenino,51,154467.9,14610.9,196277,"['Ropa y Calzado', 'ROPA Y CALZADO']",Morelia,Michoacán
3563,607,3557.05,29/10/2023,79,{'$oid': '69fd6ef6476e52befdc83b92'},Daniel Delgadillo Jaimes,No binario,36,308670.88,115347.43,95253,['DEPORTES'],Los Mochis,Sinaloa
3564,351,7959.56,10/07/2022,53,{'$oid': '69fd6ef6476e52befdc83a92'},Karla Hernán Magaña Arteaga,No binario,77,63576.52,18763.44,75491,['ROPA Y CALZADO'],Chetumal,Quintana Roo
3565,350,1247.88,03-01-2022,40,{'$oid': '69fd6ef6476e52befdc83a91'},Genaro Bañuelos Tamez,No binario,37,74949.51,47101.11,370941,"['Hogar y Cocina', 'hogar y cocina', 'deportes', 'BELLEZA']",La Paz,Baja California Sur
3566,478,2398.06,07-31-2021,33,{'$oid': '69fd6ef6476e52befdc83b11'},Luz Pascual Vázquez,Masculino,22,302169.68,98461.9,178900,"['ropa y calzado', 'Hogar y Cocina', 'DEPORTES']",Durango,Durango
3567,783,4312.22,13/05/2021,31,{'$oid': '69fd6ef6476e52befdc83c42'},Luis Miguel Elvia Amaya,No binario,54,335998.73,183224.64,173141,"['ROPA Y CALZADO', 'HOGAR Y COCINA', 'electrónica', 'Ropa y Calzado', 'ELECTRÓNICA']",Guadalajara,Jalisco
3568,368,2339.44,31/05/2023,74,{'$oid': '69fd6ef6476e52befdc83aa3'},Serafín Rebeca Córdova,Femenino,56,233860.73,118178.43,502894,"['HOGAR Y COCINA', 'DEPORTES', 'Deportes']",Celaya,Guanajuato
3569,28,6369.69,2022-11-29,68,{'$oid': '69fd6ef6476e52befdc8394f'},Cristobal Anabel Lugo,Prefiere no decir,41,159370.21,122950.76,201819,['belleza'],Aguascalientes,Aguascalientes
3570,808,694.57,2021-01-18,28,{'$oid': '69fd6ef6476e52befdc83c5b'},Alfredo Crespo Bustos,Femenino,42,155160.3,100944.67,401973,"['DEPORTES', 'deportes', 'Hogar y Cocina', 'Deportes', 'hogar y cocina']",Puerto Vallarta,Jalisco
3571,832,3981.43,05-16-2020,2,{'$oid': '69fd6ef6476e52befdc83c73'},María Mascareñas Madrigal,Masculino,61,339849.4,268880.39,658506,['Belleza'],Cancún,Quintana Roo
3572,698,8727.63,04-27-2020,10,{'$oid': '69fd6ef6476e52befdc83bed'},Guadalupe Aldonza Reyna,Masculino,20,203670.23,188596.83,64490,"['electrónica', 'BELLEZA']",Colima,Colima
3573,267,8107.93,2020-09-15,57,{'$oid': '69fd6ef6476e52befdc83a3e'},Silvia Nadia Zúñiga,Prefiere no decir,32,244445.46,33527.35,123053,"['hogar y cocina', 'belleza', 'DEPORTES', 'ROPA Y CALZADO']",Monterrey,Nuevo León
3574,52,733.76,13/10/2023,74,{'$oid': '69fd6ef6476e52befdc83967'},Alberto Rocío Saucedo,Masculino,25,117274.15,44943.1,240021,"['Electrónica', 'ropa y calzado', 'Ropa y Calzado', 'Hogar y Cocina', 'ROPA Y CALZADO']",Chihuas,Chihuahua
3575,491,1303.11,05/03/2022,78,{'$oid': '69fd6ef6476e52befdc83b1e'},Araceli Leiva,Femenino,79,94119.55,55163.58,288538,"['Ropa y Calzado', 'hogar y cocina', 'DEPORTES', 'electrónica', 'Hogar y Cocina']",Chihuahua,Chihuahua
3576,216,4001.3,2020-10-18,13,{'$oid': '69fd6ef6476e52befdc83a0b'},Patricio Tomás Saucedo,Prefiere no decir,35,189705.51,53006.42,272296,"['ELECTRÓNICA', 'belleza', 'deportes']",Villahermosa,Tabasco
3577,524,4526.1,05-22-2020,1,{'$oid': '69fd6ef6476e52befdc83b3f'},Francisca García,Femenino,40,264888.71,218521.14,119966,"['ropa y calzado', 'ELECTRÓNICA', 'ROPA Y CALZADO', 'HOGAR Y COCINA']",Chihuahua,Chihuahua
3578,737,7175.39,12/11/2023,70,{'$oid': '69fd6ef6476e52befdc83c14'},Anel Espino Gómez,No binario,77,104996.94,46115.95,108418,"['Deportes', 'ROPA Y CALZADO', 'belleza', 'DEPORTES', 'Hogar y Cocina']",Cuernavaca,Morelos
3579,642,8516.06,03-02-2021,33,{'$oid': '69fd6ef6476e52befdc83bb5'},Julio César Saavedra,No binario,36,226273.88,187235.47,706153,"['ROPA Y CALZADO', 'BELLEZA', 'ropa y calzado', 'deportes']",Zacatecas,Zacatecas
3580,128,9131.56,21/05/2020,60,{'$oid': '69fd6ef6476e52befdc839b3'},Sr(a). Olivia Prieto,Masculino,26,331945.89,70432.41,722057,"['DEPORTES', 'ropa y calzado', 'HOGAR Y COCINA', 'belleza', 'deportes']",Cancun,Quintana Roo
3581,107,5125.23,16/03/2021,9,{'$oid': '69fd6ef6476e52befdc8399e'},Micaela Ivonne Miramontes Meraz,Prefiere no decir,65,110173.56,47433.07,134056,['ELECTRÓNICA'],Tijuana,Baja California
3582,857,4495.13,2021-06-09,18,{'$oid': '69fd6ef6476e52befdc83c8c'},Sr(a). Helena Cotto,Masculino,34,236492.34,173412.84,415978,"['hogar y cocina', 'electrónica', 'Ropa y Calzado']",Celaya,Guanajuato
3583,117,9545.09,08-14-2022,18,{'$oid': '69fd6ef6476e52befdc839a8'},Ing. Óliver Solano,Prefiere no decir,75,250931.76,89513.46,472079,"['Belleza', 'Ropa y Calzado']",Hermosillo,Sonora
3584,1101,7832.25,"Jan 27, 2023",50,{'$oid': '69fd6ef6476e52befdc83d80'},Sr(a). Gabriela Arce,Masculino,18,244426.6,110516.29,537268,['hogar y cocina'],Torreón,Coahuila
3585,856,266.97,2023-10-02,37,{'$oid': '69fd6ef6476e52befdc83c8b'},Ing. Nadia Olivas,No binario,55,304607.49,4866.75,715847,"['Deportes', 'electrónica', 'Ropa y Calzado']",La Paz,Baja California Sur
3586,1054,6911.27,06-09-2020,19,{'$oid': '69fd6ef6476e52befdc83d51'},Sr(a). Elias del Río,No binario,34,160018.7,97642.74,533705,"['HOGAR Y COCINA', 'ropa y calzado', 'Ropa y Calzado', 'belleza']",Oaxaca,Oaxaca
3587,901,7293.9,11/03/2021,14,{'$oid': '69fd6ef6476e52befdc83cb8'},Dr. Magdalena Miranda,Masculino,85,134092.47,40835.57,619242,"['ropa y calzado', 'belleza', 'Hogar y Cocina']",Saltillo,Coahuila
3588,129,408.84,2023-06-12,67,{'$oid': '69fd6ef6476e52befdc839b4'},Abril Gerónimo Barrientos Esparza,Prefiere no decir,59,175805.07,106757.1,201028,"['DEPORTES', 'ELECTRÓNICA']",Guadalajara,Jalisco
3589,470,357.83,08/02/2022,15,{'$oid': '69fd6ef6476e52befdc83b09'},Yuridia Miriam Montero Saiz,Masculino,53,78517.98,17372.04,129990,"['Hogar y Cocina', 'Electrónica']",Chihuahua,Chihuahua
3590,531,1588.63,2023-04-05,74,{'$oid': '69fd6ef6476e52befdc83b46'},Gilberto Morales,No binario,38,4672.1,1830.63,168687,"['Belleza', 'HOGAR Y COCINA', 'ropa y calzado', 'Hogar y Cocina', 'hogar y cocina']",Mochis,Sinaloa
3591,684,6064.62,2023-12-24,70,{'$oid': '69fd6ef6476e52befdc83bdf'},Luis Mauro Becerra Jasso,No binario,33,326248.21,267597.73,435805,"['Ropa y Calzado', 'HOGAR Y COCINA', 'Hogar y Cocina', 'Deportes', 'hogar y cocina']",Cuernavaca,Morelos
3592,847,6935.52,09-28-2020,40,{'$oid': '69fd6ef6476e52befdc83c82'},Citlali Eric Peres,Prefiere no decir,36,297091.17,24142.12,173582,"['ELECTRÓNICA', 'Belleza']",Torreón,Coahuila
3593,192,206.26,01-15-2021,37,{'$oid': '69fd6ef6476e52befdc839f3'},Benjamín Hernádez,No binario,64,72284.59,9663.65,660348,"['BELLEZA', 'belleza', 'DEPORTES']",Villahermosa,Tabasco
3594,465,8001.02,2022-06-28,36,{'$oid': '69fd6ef6476e52befdc83b04'},Angélica Aparicio Cervantes,No binario,62,209355.98,154318.19,392206,"['ropa y calzado', 'hogar y cocina']",Los Mochis,Sinaloa
3595,1006,6270.51,2023-05-13,21,{'$oid': '69fd6ef6476e52befdc83d21'},Porfirio Juan Villareal,Femenino,36,298984.86,261943.58,464207,['Hogar y Cocina'],Saltillo,Coahuila
3596,246,2670.34,2021-05-12,56,{'$oid': '69fd6ef6476e52befdc83a29'},Mónica Tafoya Navarrete,Femenino,27,298012.21,83252.01,422608,"['ROPA Y CALZADO', 'HOGAR Y COCINA', 'belleza', 'ELECTRÓNICA']",Guadalajara,Jalisco
3597,164,4938.55,26/12/2022,25,{'$oid': '69fd6ef6476e52befdc839d7'},Raúl Báez Barajas,Prefiere no decir,24,155210.03,12108.06,594441,"['Deportes', 'ROPA Y CALZADO', 'deportes']",Campeche,Campeche
3598,262,8514.1,2021-03-11,23,{'$oid': '69fd6ef6476e52befdc83a39'},Guillermo Óscar Dueñas Naranjo,No binario,31,159252.74,126518.5,496131,"['belleza', 'ropa y calzado', 'Electrónica', 'deportes', 'ELECTRÓNICA']",Tepic,Nayarit
3599,454,5578.27,06-29-2023,20,{'$oid': '69fd6ef6476e52befdc83af9'},Esteban Esther Sisneros,Prefiere no decir,83,349585.89,34236.15,520131,"['HOGAR Y COCINA', 'Hogar y Cocina']",Oaxaca,Oaxaca
3600,1148,2506.75,2020-02-14,8,{'$oid': '69fd6ef6476e52befdc83daf'},Mtro. Rufino Casanova,Masculino,48,332159.55,183405.64,118480,['Belleza'],Durango,Durango
3601,362,7280.76,"Feb 20, 2022",54,{'$oid': '69fd6ef6476e52befdc83a9d'},Alejandro Mercado Hinojosa,Femenino,50,194261.76,128662.64,230780,"['ELECTRÓNICA', 'ROPA Y CALZADO', 'HOGAR Y COCINA', 'deportes']",Puebla,Puebla
3602,317,194.3,2023-11-26,17,{'$oid': '69fd6ef6476e52befdc83a70'},Berta Trinidad Padrón,Prefiere no decir,57,344315.41,72210.03,90375,"['Ropa y Calzado', 'Deportes']",Campeche,Campeche
3603,291,3890.38,2022-11-20,59,{'$oid': '69fd6ef6476e52befdc83a56'},Serafín Irene Quintana Fonseca,Masculino,51,46901.23,18292.3,588509,"['DEPORTES', 'Belleza']",Chihuas,Chihuahua
3604,480,1944.49,2023-08-05,28,{'$oid': '69fd6ef6476e52befdc83b13'},Ing. Josefina Reynoso,Prefiere no decir,25,251213.77,178077.02,146454,"['deportes', 'ropa y calzado', 'BELLEZA']",Puebla,Puebla
3605,319,705.29,12-04-2022,62,{'$oid': '69fd6ef6476e52befdc83a72'},Espartaco Pascual Quiñones,Prefiere no decir,30,305408.59,47349.59,635482,['ROPA Y CALZADO'],La Paz,Baja California Sur
3606,57,7485.01,2021-05-31,41,{'$oid': '69fd6ef6476e52befdc8396c'},Rafaél Ignacio Alonzo Reynoso,Prefiere no decir,38,127960.44,94689.05,297061,['Hogar y Cocina'],Los Mochs,Sinaloa
3607,441,6487.54,2022-04-21,46,{'$oid': '69fd6ef6476e52befdc83aec'},Benjamín Esperanza Escalante Sanabria,Prefiere no decir,20,104375.31,7342.81,625812,"['electrónica', 'Belleza', 'ELECTRÓNICA']",Toluca,Estado de México
3608,607,2989.33,02-21-2020,2,{'$oid': '69fd6ef6476e52befdc83b92'},Daniel Delgadillo Jaimes,No binario,36,308670.88,115347.43,95253,['DEPORTES'],Los Mochis,Sinaloa
3609,650,244.6,2022-06-26,13,{'$oid': '69fd6ef6476e52befdc83bbd'},Sr(a). Samuel Jaime,No binario,49,284616.66,21944.11,561406,"['Ropa y Calzado', 'DEPORTES', 'BELLEZA', 'Belleza', 'electrónica']",Cancún,Quintana Roo
3610,1004,1264.52,2021-03-23,58,{'$oid': '69fd6ef6476e52befdc83d1f'},Mtro. Alberto Manzanares,No binario,78,267478.18,1679.65,709588,"['Deportes', 'HOGAR Y COCINA']",Villahermosa,Tabasco
3611,913,3368.43,11/04/2023,35,{'$oid': '69fd6ef6476e52befdc83cc4'},Sr(a). Cristina Pabón,Femenino,41,39244.56,31597.84,105902,"['deportes', 'Belleza', 'ROPA Y CALZADO', 'HOGAR Y COCINA', 'Deportes']",Chihuahua,Chihuahua
3612,968,6131.47,06-08-2023,24,{'$oid': '69fd6ef6476e52befdc83cfb'},Sofía Julio Saldaña Cortés,No binario,61,149636.42,69744.52,230117,"['Deportes', 'deportes', 'ropa y calzado']",Saltillo,Coahuila
3613,889,6490.59,26/04/2020,48,{'$oid': '69fd6ef6476e52befdc83cac'},Espartaco Rosario Abrego,Prefiere no decir,55,17416.43,9520.58,295184,['hogar y cocina'],La Paz,Baja California Sur
3614,296,1071.04,2022-10-11,35,{'$oid': '69fd6ef6476e52befdc83a5b'},Esmeralda Ivonne Malave Vigil,Femenino,35,30278.8,28422.39,522028,"['Deportes', 'electrónica']",Cuernavaca,Morelos
3615,256,2679.4,2022-07-28,46,{'$oid': '69fd6ef6476e52befdc83a33'},Rolando Ignacio Valdés Gallardo,Masculino,54,43555.84,10218.87,238110,"['deportes', 'belleza']",Morelia,Michoacán
3616,1144,2964.25,12-03-2020,18,{'$oid': '69fd6ef6476e52befdc83dab'},Cynthia Sara Macías de la Rosa,Prefiere no decir,82,84791.23,7006.79,471214,['HOGAR Y COCINA'],Puebla,Puebla
3617,907,8280.74,2022-06-06,52,{'$oid': '69fd6ef6476e52befdc83cbe'},Jacobo Eugenio Leyva,Prefiere no decir,23,72340.12,35818.08,97332,"['Electrónica', 'Deportes', 'hogar y cocina']",Cuernavaca,Morelos
3618,902,7826.75,05-30-2022,47,{'$oid': '69fd6ef6476e52befdc83cb9'},Mtro. Cristobal Miranda,Masculino,30,125612.41,31426.16,302696,"['ELECTRÓNICA', 'Deportes']",Aguascalientes,Aguascalientes
3619,84,3838.78,05-28-2020,73,{'$oid': '69fd6ef6476e52befdc83987'},Genaro Miriam Prado Saucedo,No binario,29,114228.71,69400.89,436667,"['HOGAR Y COCINA', 'electrónica', 'Electrónica', 'belleza']",Querétaro,Querétaro
3620,112,5355.45,09-29-2021,72,{'$oid': '69fd6ef6476e52befdc839a3'},Caridad Lilia Soria Muñiz,No binario,52,322182.55,304586.16,81784,"['Hogar y Cocina', 'ropa y calzado', 'Ropa y Calzado', 'Belleza', 'ELECTRÓNICA']",Hermosillo,Sonora
3621,1182,5125.77,10-10-2020,21,{'$oid': '69fd6ef6476e52befdc83dd1'},Rosalia Claudio Méndez,Prefiere no decir,41,126951.37,102160.76,83481,"['electrónica', 'ELECTRÓNICA', 'Ropa y Calzado', 'Electrónica']",Mochis,Sinaloa
3622,914,4163.4,2023-10-12,59,{'$oid': '69fd6ef6476e52befdc83cc5'},Ángela Gilberto Garrido Rodarte,Masculino,78,317964.34,249108.37,700329,"['electrónica', 'Deportes', 'ropa y calzado', 'deportes']",La Paz,Baja California Sur
3623,465,6566.35,03/02/2023,55,{'$oid': '69fd6ef6476e52befdc83b04'},Angélica Aparicio Cervantes,No binario,62,209355.98,154318.19,392206,"['ropa y calzado', 'hogar y cocina']",Los Mochis,Sinaloa
3624,328,1621.64,17/01/2020,61,{'$oid': '69fd6ef6476e52befdc83a7b'},Gerónimo Brito Suárez,No binario,60,114203.54,78471.53,340389,"['Deportes', 'ROPA Y CALZADO']",Puerto Vallarta,Jalisco
3625,766,9050.45,09-20-2021,44,{'$oid': '69fd6ef6476e52befdc83c31'},Vicente Cepeda,Prefiere no decir,53,32727.99,4297.16,4945,"['electrónica', 'HOGAR Y COCINA', 'ropa y calzado', 'belleza']",Tepic,Nayarit
3626,305,5995.38,16/02/2023,76,{'$oid': '69fd6ef6476e52befdc83a64'},Citlali Ramón Vigil,Femenino,41,267012.09,225936.42,423300,"['Deportes', 'ROPA Y CALZADO', 'DEPORTES', 'deportes']",Querétaro,Querétaro
3627,511,4213.04,2020-04-10,78,{'$oid': '69fd6ef6476e52befdc83b32'},Francisca Leal Aranda,Femenino,52,114768.24,83524.86,662489,"['Electrónica', 'Belleza', 'deportes', 'BELLEZA', 'DEPORTES']",Villahermosa,Tabasco
3628,218,100.41,12-05-2020,32,{'$oid': '69fd6ef6476e52befdc83a0d'},María José María José Escamilla Casárez,Prefiere no decir,58,229356.17,141654.27,68089,['Hogar y Cocina'],Guadalajara,Jalisco
3629,1041,9054.78,2022-09-05,67,{'$oid': '69fd6ef6476e52befdc83d44'},Benito Guerrero,Prefiere no decir,32,127349.64,111850.6,371850,"['Ropa y Calzado', 'ropa y calzado', 'belleza', 'ELECTRÓNICA']",Aguascalientes,Aguascalientes
3630,1144,7695.97,12-05-2023,52,{'$oid': '69fd6ef6476e52befdc83dab'},Cynthia Sara Macías de la Rosa,Prefiere no decir,82,84791.23,7006.79,471214,['HOGAR Y COCINA'],Puebla,Puebla
3631,678,7704.62,01/09/2022,40,{'$oid': '69fd6ef6476e52befdc83bd9'},Karina Ojeda,Femenino,43,188053.12,110122.53,171928,"['hogar y cocina', 'Hogar y Cocina']",Los Mochis,Sinaloa
3632,1096,3244.48,02-28-2023,63,{'$oid': '69fd6ef6476e52befdc83d7b'},Amador Javier Salgado,Femenino,37,154638.28,96680.45,628944,"['DEPORTES', 'Belleza', 'Deportes', 'ELECTRÓNICA']",Toluca,Edo Mex
3633,247,8828.74,2021-03-26,35,{'$oid': '69fd6ef6476e52befdc83a2a'},Lic. Teodoro Badillo,No binario,72,262655.13,184385.97,231145,"['HOGAR Y COCINA', 'Electrónica', 'hogar y cocina', 'Deportes']",Selaya,Guanajuato
3634,1087,6983.13,09/05/2022,33,{'$oid': '69fd6ef6476e52befdc83d72'},Sr(a). Eugenia Mata,Prefiere no decir,65,85248.91,15121.23,664505,"['belleza', 'Hogar y Cocina']",Monterrey,Nuevo León
3635,287,5980.57,13/09/2023,47,{'$oid': '69fd6ef6476e52befdc83a52'},Miriam Villalobos Segura,No binario,70,204690.01,23568.81,156556,"['Electrónica', 'ropa y calzado', 'ELECTRÓNICA']",Chihuahua,Chihuahua
3636,695,6191.9,"Jul 03, 2023",21,{'$oid': '69fd6ef6476e52befdc83bea'},Patricia Evelio Marrero,No binario,78,130182.38,50982.04,743913,"['Belleza', 'ropa y calzado', 'DEPORTES']",Los Mochis,Sinaloa
3637,382,8839.91,03/12/2022,50,{'$oid': '69fd6ef6476e52befdc83ab1'},Mtro. Ángel Rodarte,Prefiere no decir,45,264038.01,61021.45,473270,"['Electrónica', 'Hogar y Cocina', 'Ropa y Calzado']",Zacatecas,Zacatecas
3638,484,2487.52,06/06/2023,46,{'$oid': '69fd6ef6476e52befdc83b17'},Gerónimo Agustín Domínguez,Femenino,80,91625.62,84073.62,693484,"['hogar y cocina', 'HOGAR Y COCINA', 'ELECTRÓNICA', 'Electrónica']",Saltillo,Coahuila
3639,107,9336.14,2021-11-28,75,{'$oid': '69fd6ef6476e52befdc8399e'},Micaela Ivonne Miramontes Meraz,Prefiere no decir,65,110173.56,47433.07,134056,['ELECTRÓNICA'],Tijuana,Baja California
3640,1135,391.1,"Mar 08, 2023",61,{'$oid': '69fd6ef6476e52befdc83da2'},Mayte Julio Perea Armendáriz,Prefiere no decir,53,346786.52,205096.75,545721,['Hogar y Cocina'],Culiacán,Sinaloa
3641,684,139.88,08-16-2021,6,{'$oid': '69fd6ef6476e52befdc83bdf'},Luis Mauro Becerra Jasso,No binario,33,326248.21,267597.73,435805,"['Ropa y Calzado', 'HOGAR Y COCINA', 'Hogar y Cocina', 'Deportes', 'hogar y cocina']",Cuernavaca,Morelos
3642,727,5032.5,2021-07-07,63,{'$oid': '69fd6ef6476e52befdc83c0a'},Rebeca Benavides Mata,Femenino,42,302137.34,108186.05,199302,"['electrónica', 'HOGAR Y COCINA', 'hogar y cocina', 'ELECTRÓNICA']",Toloc,Estado de México
3643,807,421.64,09-12-2023,34,{'$oid': '69fd6ef6476e52befdc83c5a'},Rebeca Leticia Armas Sosa,Prefiere no decir,63,115461.82,13203.79,319992,['hogar y cocina'],Culiacán,Sinaloa
3644,1078,4990.77,13/11/2020,37,{'$oid': '69fd6ef6476e52befdc83d69'},Santiago Alfredo Gollum,Femenino,43,176013.95,56262.42,260991,"['Hogar y Cocina', 'Ropa y Calzado']",Guadalajara,Jalisco
3645,404,2471.71,2022-08-19,17,{'$oid': '69fd6ef6476e52befdc83ac7'},Sergio Ariadna Maestas,Femenino,28,304202.45,126647.71,259454,"['DEPORTES', 'ELECTRÓNICA', 'Hogar y Cocina']",Toluca,Edo Mex
3646,301,6186.25,05-15-2023,62,{'$oid': '69fd6ef6476e52befdc83a60'},Lic. Uriel Escobar,Masculino,35,185398.34,65047.33,607576,"['BELLEZA', 'ropa y calzado']",Monterrey,Nuevo León
3647,862,2170.46,09-25-2021,57,{'$oid': '69fd6ef6476e52befdc83c91'},Gonzalo Estévez Macías,Prefiere no decir,34,57276.84,15159.68,550046,"['Electrónica', 'DEPORTES', 'ropa y calzado', 'electrónica']",Oaxaca,Oaxaca
3648,802,2950.44,27/02/2023,56,{'$oid': '69fd6ef6476e52befdc83c55'},Horacio Bustos Fernández,Femenino,39,199370.02,122044.41,17829,"['BELLEZA', 'Hogar y Cocina']",Puerto Vallarta,Jalisco
3649,1031,148.42,11-21-2020,42,{'$oid': '69fd6ef6476e52befdc83d3a'},Fernando Estela Moya,Femenino,22,30638.36,26781.45,314247,"['BELLEZA', 'Hogar y Cocina', 'ROPA Y CALZADO', 'Electrónica', 'Ropa y Calzado']",Saltillo,Coahuila
3650,859,8816.66,2021-07-10,54,{'$oid': '69fd6ef6476e52befdc83c8e'},José Emilio Mariano Puente Suárez,Femenino,42,272957.8,13634.96,74065,"['deportes', 'Electrónica', 'Ropa y Calzado']",La Paz,Baja California Sur
3651,428,5446.62,19/10/2020,55,{'$oid': '69fd6ef6476e52befdc83adf'},José Manuél Leonel Ochoa,Femenino,28,120805.83,15261.22,128179,['ropa y calzado'],Durango,Durango
3652,1196,3304.38,21/10/2023,23,{'$oid': '69fd6ef6476e52befdc83ddf'},Lic. Karla Orta,Femenino,62,32598.69,30168.56,233211,"['Hogar y Cocina', 'ropa y calzado', 'Deportes', 'Belleza', 'electrónica']",Morelia,Michoacán
3653,498,3218.25,2020-09-28,2,{'$oid': '69fd6ef6476e52befdc83b25'},Genaro Valdivia,No binario,30,175217.48,27969.79,136219,['ropa y calzado'],Chetumal,Quintana Roo
3654,1024,4382.53,2021-05-14,13,{'$oid': '69fd6ef6476e52befdc83d33'},Anabel Inés Godínez,Masculino,52,198470.88,74559.85,580465,"['Deportes', 'HOGAR Y COCINA', 'ELECTRÓNICA', 'Belleza', 'ropa y calzado']",Querétaro,Querétaro
3655,613,2742.26,2022-01-09,75,{'$oid': '69fd6ef6476e52befdc83b98'},Dr. Eric Pelayo,No binario,31,226874.24,51223.73,557380,"['BELLEZA', 'Deportes', 'ELECTRÓNICA']",Chihuas,Chihuahua
3656,142,155.2,2021-02-06,17,{'$oid': '69fd6ef6476e52befdc839c1'},Eric Leyva,Prefiere no decir,41,271987.29,252923.39,726706,"['BELLEZA', 'Ropa y Calzado']",Villahermosa,Tabasco
3657,134,8869.12,05/09/2023,11,{'$oid': '69fd6ef6476e52befdc839b9'},Mtro. César Olivo,Femenino,70,223825.45,175200.07,317865,"['ELECTRÓNICA', 'deportes', 'Hogar y Cocina', 'Ropa y Calzado']",Morelia,Michoacán
3658,969,141.97,2020-06-20,1,{'$oid': '69fd6ef6476e52befdc83cfc'},Uriel Palomo Jimínez,Prefiere no decir,81,120111.4,78857.24,701861,"['ELECTRÓNICA', 'Hogar y Cocina', 'electrónica']",Hermosillo,Sonora
3659,746,6183.66,"Jan 15, 2021",10,{'$oid': '69fd6ef6476e52befdc83c1d'},Mtro. Estela de Anda,Masculino,24,90756.38,43228.55,209918,"['Belleza', 'Hogar y Cocina', 'belleza']",Aguascalientes,Aguascalientes
