id_transaccion,id_cliente,monto,fecha,id_tienda,_id,nombre,genero,edad,localizacion,ingresos,gastos_mensuales,puntos_lealtad,preferencias_producto,segmento_cliente,ratio_gasto_ingreso,monto_por_edad,nivel_lealtad,ingreso_anual_estimado,ahorro_estimado,indice_consumo,score_financiero,comportamiento_1,comportamiento_2,comportamiento_3,comportamiento_4,comportamiento_5,comportamiento_6,comportamiento_7,comportamiento_8,comportamiento_9,comportamiento_10,PCA_1,PCA_2,PCA_3
3043,216,6707.41,2023-11-18,43,{'$oid': '69fd6ef6476e52befdc83a0b'},Patricio Tomás Saucedo,Prefiere no decir,35,"{'ciudad': 'Villahermsa', 'estado': 'Tabasco'}",189705.51,53006.42,272296,"['ELECTRÓNICA', 'belleza', 'deportes']",Estándar,0.27941276237700013,186.31694444444443,272.296,2276466.12,136699.09000000003,59713.83,149311.95500000002,75,92,74,96,90,37,91,72,99,50,-0.03293952483903828,-0.07083650796213126,-0.38118589657805346
3044,514,8519.37,2022-04-29,56,{'$oid': '69fd6ef6476e52befdc83b35'},Mtro. Aurelio Ávila,Prefiere no decir,21,"{'ciudad': 'Culiacan', 'estado': 'Sinaloa'}",343996.72,38918.45,409458,"['DEPORTES', 'hogar y cocina', 'HOGAR Y COCINA', 'BELLEZA']",Premium Joven,0.11313577892318588,387.24409090909097,409.458,4127960.6399999997,305078.26999999996,47437.82,253889.96,9,23,99,18,79,90,77,97,10,27,0.6765988748530398,0.29160602310088396,-0.856424292600241
3045,656,8854.7,2022-02-10,1,{'$oid': '69fd6ef6476e52befdc83bc3'},Minerva Terrazas Orellana,Femenino,48,"{'ciudad': 'Monterrey', 'estado': 'Nuevo León'}",306638.88,213566.14,736679,"['deportes', 'Hogar y Cocina', 'Belleza', 'HOGAR Y COCINA', 'belleza']",Estándar,0.6964721614161864,180.70816326530613,736.679,3679666.56,93072.73999999999,222420.84000000003,300655.24,90,63,52,12,46,29,60,1,83,30,1.0295231687525208,0.38386453041942076,0.45099053492596214
3046,920,7867.8,2022-03-16,45,{'$oid': '69fd6ef6476e52befdc83ccb'},Maximiliano Porfirio Gastélum,Prefiere no decir,84,"{'ciudad': 'Mazatlán', 'estado': 'Sinaloa'}",57459.52,33739.71,412114,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'electrónica']",Estándar,0.5871807286115754,92.56235294117647,412.114,689514.24,23719.809999999998,41607.51,111152.56,16,61,93,72,48,69,86,5,11,99,-0.5272663342575404,0.06010536062718952,0.24433036857992335
3047,826,4549.96,2020-03-21,70,{'$oid': '69fd6ef6476e52befdc83c6d'},Pablo Velázquez Rodríquez,Prefiere no decir,80,"{'ciudad': 'Colima', 'estado': 'Colma'}",287399.88,272626.44,381563,"['Deportes', 'electrónica']",Estándar,0.9485929201051855,56.172345679012345,381.563,3448798.56,14773.440000000002,277176.4,220012.54,69,40,76,97,92,32,40,96,99,18,0.8002415949445052,-0.4728228131205793,0.5542727999159991
3048,73,4193.53,2023-01-01,48,{'$oid': '69fd6ef6476e52befdc8397c'},Rosalia Quesada Serrato,Masculino,29,"{'ciudad': 'Hermosillo', 'estado': 'Sonor'}",296227.43,150371.59,692917,"['ELECTRÓNICA', 'hogar y cocina', 'Belleza', 'DEPORTES', 'ropa y calzado']",Premium Joven,0.5076203860649027,139.78433333333334,692.917,3554729.16,145855.84,154565.12,286697.115,61,44,65,46,68,48,15,40,66,30,0.837336614314123,0.47221436824268476,0.08908254615984706
3049,200,1659.66,2021-01-04,12,{'$oid': '69fd6ef6476e52befdc839fb'},Maximiliano Gil Trujillo,Masculino,40,"{'ciudad': 'Morel', 'estado': 'Michoacan'}",24763.31,5422.04,167692,['DEPORTES'],Estándar,0.2189457327904553,40.479512195121956,167.692,297159.72000000003,19341.27,7081.7,45920.055,10,86,65,55,19,2,95,63,3,90,-0.8898992572271122,-0.1812200035059524,-0.19813893894100876
3050,40,2863.66,2022-01-10,52,{'$oid': '69fd6ef6476e52befdc8395b'},Marco Antonio Conchita Rodrígez Padilla,Femenino,22,"{'ciudad': 'Hermosillo', 'estado': 'Sonorra'}",71283.13,14725.55,253033,"['Electrónica', 'Deportes']",Premium Joven,0.20657543270851447,124.50695652173913,253.033,855397.56,56557.58,17589.21,86248.16500000001,50,24,10,38,88,69,7,1,15,15,-0.6122458302917462,-0.0010594775097241271,-0.19852982786259007
3051,1045,653.43,2020-11-14,62,{'$oid': '69fd6ef6476e52befdc83d48'},Aldo Ureña Ybarra,Masculino,68,"{'ciudad': 'Mérida', 'estado': 'Yucatán'}",161170.67,16936.0,7892,"['electrónica', 'BELLEZA', 'Deportes', 'ELECTRÓNICA']",Estándar,0.10508050205101181,9.469999999999999,7.892,1934048.04,144234.67,17589.43,82163.735,3,51,18,78,40,97,39,35,59,96,-0.443047966321913,-0.4943515856694577,-0.6884098515203767
3052,131,7542.31,2021-10-28,43,{'$oid': '69fd6ef6476e52befdc839b6'},Olivia Israel Alva,Femenino,59,"{'ciudad': 'Tepic', 'estado': 'Nayarit'}",103280.01,53102.05,410086,"['Belleza', 'Electrónica']",Estándar,0.5141511493739266,125.70516666666667,410.086,1239360.1199999999,50177.95999999999,60644.36,133657.20500000002,77,58,47,2,6,51,51,86,64,99,-0.3061130892716476,0.0663075629862584,0.13283184271057713
3053,203,9240.12,2023-06-13,1,{'$oid': '69fd6ef6476e52befdc839fe'},Pedro Blanco,Masculino,20,"{'ciudad': 'Tapachul', 'estado': 'Chiaps'}",270763.16,255160.97,70317,"['Belleza', 'deportes', 'ROPA Y CALZADO']",Premium Joven,0.9423735031992418,440.0057142857143,70.317,3249157.92,15602.189999999973,264401.09,149444.97999999998,94,90,66,9,80,35,99,93,47,76,0.5785202971352683,-0.88876381028851,0.3721118486501533
3054,157,1888.8,2020-01-07,59,{'$oid': '69fd6ef6476e52befdc839d0'},Anabel Mauro Alfaro Rangel,Prefiere no decir,34,"{'ciudad': 'Mérda', 'estado': 'Yucatan'}",281093.46,123943.2,128788,"['ROPA Y CALZADO', 'ELECTRÓNICA']",Estándar,0.4409307817735006,53.965714285714284,128.788,3373121.5200000005,157150.26,125832.0,166304.33000000002,70,94,49,5,96,83,7,17,92,62,0.36272907414709854,-0.4774851687450281,-0.3439551725836455
3055,816,1780.51,2021-07-29,68,{'$oid': '69fd6ef6476e52befdc83c63'},Daniel Carla Zedillo,No binario,81,"{'ciudad': 'Tapachul', 'estado': 'Chiaps'}",306008.85,143020.77,52190,"['hogar y cocina', 'Ropa y Calzado', 'DEPORTES']",Estándar,0.46737309272887784,21.713536585365855,52.19,3672106.1999999997,162988.08,144801.28,163442.425,81,33,72,98,94,15,12,94,2,21,0.42181899881696183,-0.725012216478902,-0.4268502704413046
3056,418,8497.98,2020-09-30,20,{'$oid': '69fd6ef6476e52befdc83ad5'},Citlali Estrada Rojo,Prefiere no decir,28,"{'ciudad': 'Culiacán', 'estado': 'cinaloa'}",307202.3,229200.81,343478,"['hogar y cocina', 'belleza', 'BELLEZA', 'DEPORTES']",Premium Joven,0.7460883720975654,293.03379310344826,343.478,3686427.5999999996,78001.48999999999,237698.79,222296.75,51,16,22,19,63,99,14,99,30,12,0.8161116182723047,-0.3376572321632856,0.23524994870939514
3057,476,5720.4,2020-04-21,24,{'$oid': '69fd6ef6476e52befdc83b0f'},Renato Godínez,No binario,34,"{'ciudad': 'Monterrrey', 'estado': 'Nuevo Leon'}",258320.99,165974.83,664036,"['BELLEZA', 'Hogar y Cocina']",Estándar,0.6425114253726522,163.44,664.036,3099851.88,92346.16,171695.22999999998,261967.695,19,22,86,71,35,72,34,60,38,49,0.6955060826123562,0.3443879882848732,0.2964359842159166
3058,67,810.85,2023-04-18,67,{'$oid': '69fd6ef6476e52befdc83976'},Mercedes Muñoz,Prefiere no decir,26,"{'ciudad': 'Culiacn', 'estado': 'sinalo'}",62873.31,3304.11,233178,"['Ropa y Calzado', 'Deportes', 'ELECTRÓNICA', 'hogar y cocina', 'belleza']",Estándar,0.052551033959656976,30.03148148148148,233.178,754479.72,59569.2,4114.96,78072.255,42,57,26,39,72,65,39,1,5,1,-0.7048062902340284,0.01395132191145454,-0.3399280101534589
3059,414,1627.25,2020-04-19,59,{'$oid': '69fd6ef6476e52befdc83ad1'},Gabriela Judith Villarreal Roldán,Masculino,26,"{'ciudad': 'Morelía', 'estado': 'Michoacán'}",270479.93,28359.72,370458,"['BELLEZA', 'Belleza', 'Ropa y Calzado', 'HOGAR Y COCINA']",Premium Joven,0.10484924020336665,60.26851851851852,370.458,3245759.16,242120.21,29986.97,209331.565,35,62,90,42,61,38,73,4,6,75,0.30417719110197083,0.2153885376381734,-0.6940241027707308
3060,770,4907.89,2021-03-27,41,{'$oid': '69fd6ef6476e52befdc83c35'},Mauro Conchita Córdova,Femenino,53,"{'ciudad': 'Toluka', 'estado': 'Estado Mex'}",271668.54,147294.89,92924,"['electrónica', 'ELECTRÓNICA']",Estándar,0.5421840446301047,90.88685185185186,92.924,3260022.4799999995,124373.64999999997,152202.78000000003,154419.06999999998,46,82,9,17,5,86,64,9,5,55,0.3412634917933577,-0.6433601213173634,-0.1842533787491141
3061,517,1439.89,2023-11-03,30,{'$oid': '69fd6ef6476e52befdc83b38'},Serafín Abreu,Femenino,61,"{'ciudad': 'Chihuaha', 'estado': 'Chihuahua'}",34572.36,19174.08,578905,"['Electrónica', 'ELECTRÓNICA', 'BELLEZA', 'Belleza']",Estándar,0.5545911649894602,23.22403225806452,578.905,414868.32,15398.279999999999,20613.97,133067.18,26,71,21,63,37,17,97,45,12,25,-0.5485330651529968,0.4110443403614415,0.3187056813417179
3062,921,9290.59,2021-02-09,25,{'$oid': '69fd6ef6476e52befdc83ccc'},Hugo Eloisa Herrera Collado,Masculino,52,"{'ciudad': 'Tepic', 'estado': 'Nayarit'}",139584.4,80668.93,137754,"['Deportes', 'deportes', 'HOGAR Y COCINA']",Estándar,0.5779181060483403,175.29415094339623,137.754,1675012.7999999998,58915.47,89959.51999999999,97343.0,69,90,95,90,76,80,12,32,4,47,-0.26426883402971424,-0.4733015681172112,-0.012482904798885142
3063,473,4645.25,2020-08-27,36,{'$oid': '69fd6ef6476e52befdc83b0c'},Lorena Humberto Osorio Valle,Femenino,58,"{'ciudad': 'Monterrey', 'estado': 'Nuevo León'}",207197.28,28984.93,389268,"['Ropa y Calzado', 'ropa y calzado', 'ROPA Y CALZADO', 'deportes', 'Belleza']",Estándar,0.1398898195486951,78.73305084745763,389.268,2486367.36,178212.35,33630.18,181452.24,93,72,63,46,89,45,34,69,24,73,0.03586431806024226,0.18341411161013793,-0.5040434323293552
3064,1142,137.0,2021-05-19,22,{'$oid': '69fd6ef6476e52befdc83da9'},Ricardo Esmeralda Padilla,Femenino,68,"{'ciudad': 'Hermosiyo', 'estado': 'Sonora'}",304614.72,159675.94,267756,"['hogar y cocina', 'BELLEZA', 'DEPORTES']",Estándar,0.5241881147827828,1.9855072463768115,267.756,3655376.6399999997,144938.77999999997,159812.94,205858.56,64,70,6,91,97,1,27,14,25,39,0.588132347160047,-0.36026667303016063,-0.17056318513645669
3065,606,5694.22,2022-05-09,80,{'$oid': '69fd6ef6476e52befdc83b91'},Teresa Echeverría Rivas,Femenino,49,"{'ciudad': 'Mochis', 'estado': 'cinaloa'}",120907.15,45305.17,332234,"['Belleza', 'hogar y cocina', 'Ropa y Calzado']",Estándar,0.3747073294893686,113.8844,332.234,1450885.7999999998,75601.98,50999.39,126900.375,37,30,14,92,88,3,22,51,26,27,-0.3006698329639568,-0.00039600840020109773,-0.10664392594245709
3066,815,6464.51,2020-08-02,47,{'$oid': '69fd6ef6476e52befdc83c62'},Mateo Mónica Rosario,Femenino,30,"{'ciudad': 'Chihuas', 'estado': 'Chihuahua'}",232641.49,105234.93,668925,"['ROPA Y CALZADO', 'HOGAR Y COCINA', 'Deportes', 'hogar y cocina']",Estándar,0.45234612989226514,208.5325806451613,668.925,2791697.88,127406.56,111699.43999999999,250105.745,84,23,33,20,11,70,18,90,55,93,0.4839346237029114,0.5015351827963788,0.0716492077994682
3067,441,7569.34,2023-12-28,69,{'$oid': '69fd6ef6476e52befdc83aec'},Benjamín Esperanza Escalante Sanabria,Prefiere no decir,20,"{'ciudad': 'Toluca', 'estado': 'Estado de México'}",104375.31,7342.81,625812,"['electrónica', 'Belleza', 'ELECTRÓNICA']",Premium Joven,0.07034939250103783,360.4447619047619,625.812,1252503.72,97032.5,14912.150000000001,177350.055,49,32,71,70,99,52,46,23,46,50,-0.24263231007279906,0.7315292494856618,-0.1846356480067067
3068,45,528.08,2020-01-13,34,{'$oid': '69fd6ef6476e52befdc83960'},Gregorio Marrero,Masculino,34,"{'ciudad': 'Morelía', 'estado': 'Michoacán'}",52171.04,36375.51,112029,"['ropa y calzado', 'belleza', 'BELLEZA', 'DEPORTES']",Estándar,0.6972223052807596,15.088000000000001,112.029,626052.48,15795.529999999999,36903.590000000004,48491.32000000001,21,86,24,8,40,53,44,46,46,91,-0.7149465373955897,-0.4556903068204392,0.1392879710962004
3069,842,8044.58,2020-09-24,13,{'$oid': '69fd6ef6476e52befdc83c7d'},Gabino Marroquín,Femenino,64,"{'ciudad': 'Mazatlan', 'estado': 'sinalo'}",266245.7,166964.72,114598,"['BELLEZA', 'Deportes', 'hogar y cocina', 'deportes', 'HOGAR Y COCINA']",Estándar,0.6271053124789904,123.76276923076922,114.598,3194948.4000000004,99280.98000000001,175009.3,156042.45,74,57,73,96,65,3,18,86,43,55,0.3756650919034288,-0.680201478113325,-0.08612272697796236
3070,933,8496.72,2022-06-04,16,{'$oid': '69fd6ef6476e52befdc83cd8'},Salvador Sonia Alonzo Jaramillo,Masculino,33,"{'ciudad': 'Colima', 'estado': 'Colima'}",216471.52,73780.06,648829,['belleza'],Estándar,0.34082875738684987,249.90352941176468,648.829,2597658.2399999998,142691.46,82276.78,238001.56,64,9,75,19,8,94,37,27,60,28,0.35462093061787137,0.5570684626960318,-0.0425803684421065
3071,251,3325.29,2023-03-26,61,{'$oid': '69fd6ef6476e52befdc83a2e'},Juan Carlos Ángela Vergara,Femenino,24,"{'ciudad': 'Puerto Vallarta', 'estado': 'Jalisco'}",38676.4,22545.52,528499,"['deportes', 'Electrónica', 'HOGAR Y COCINA', 'BELLEZA']",Premium Joven,0.5829119847766395,133.0116,528.499,464116.80000000005,16130.880000000001,25870.81,125038.0,5,31,87,32,87,47,7,89,33,57,-0.5284023304351465,0.36594102988103655,0.28935124295099407
3072,243,9010.33,2021-02-13,50,{'$oid': '69fd6ef6476e52befdc83a26'},Óliver Maya Garrido,No binario,53,"{'ciudad': 'La Paz', 'estado': 'Baja California Sur'}",65076.62,23342.21,278640,"['BELLEZA', 'Electrónica']",Estándar,0.35868260086954623,166.85796296296297,278.64,780919.4400000001,41734.41,32352.54,88266.31,70,71,51,19,84,75,68,36,21,82,-0.5951311472008823,-0.048424621318055916,-0.04295745942949275
3073,142,7778.57,2022-03-29,29,{'$oid': '69fd6ef6476e52befdc839c1'},Eric Leyva,Prefiere no decir,41,"{'ciudad': 'Villaermosa', 'estado': 'Tabazco'}",271987.29,252923.39,726706,"['BELLEZA', 'Ropa y Calzado']",Estándar,0.9299054382083877,185.2040476190476,726.706,3263847.4799999995,19063.899999999965,260701.96000000002,281334.845,90,9,2,24,96,91,80,68,87,79,0.958374027139256,0.25239901030127515,0.78073576622787
3074,449,4513.95,2022-10-26,28,{'$oid': '69fd6ef6476e52befdc83af4'},Rosa Homero Segura,Masculino,63,"{'ciudad': 'Celay', 'estado': 'Guanajuato'}",94697.42,21580.17,136997,"['belleza', 'Hogar y Cocina', 'Ropa y Calzado', 'deportes', 'ELECTRÓNICA']",Estándar,0.2278831051246684,70.53046875,136.997,1136369.04,73117.25,26094.12,74748.11,4,13,15,24,11,86,86,32,37,16,-0.6007554245472381,-0.28284194748020475,-0.3074681328960626
3075,481,3009.81,2021-08-20,3,{'$oid': '69fd6ef6476e52befdc83b14'},Dr. Ruby Casas,Masculino,71,"{'ciudad': 'Durango', 'estado': 'Durngo'}",134495.98,74200.13,196703,"['Electrónica', 'deportes', 'belleza']",Estándar,0.5516862163001727,41.80291666666667,196.703,1613951.7600000002,60295.850000000006,77209.94,106588.59000000001,39,58,35,56,71,6,60,73,12,87,-0.28878558937220455,-0.36337469128938227,-0.027365370401406186
3076,90,7631.16,2023-03-29,77,{'$oid': '69fd6ef6476e52befdc8398d'},Octavio Castillo,Femenino,31,"{'ciudad': 'Cuernavaca', 'estado': 'Morelos'}",29342.79,14452.5,393809,"['Electrónica', 'hogar y cocina', 'ropa y calzado']",Estándar,0.49252329027709096,238.47375,393.809,352113.48,14890.29,22083.66,93433.195,35,3,36,81,58,46,48,66,21,94,-0.6596868246176733,0.15103147988146487,0.16633249458085447
3077,792,4202.91,2022-11-15,74,{'$oid': '69fd6ef6476e52befdc83c4b'},Eugenia Robles Jurado,No binario,48,"{'ciudad': 'Queretaro', 'estado': 'Queretrao'}",4799.75,3504.83,36649,"['electrónica', 'DEPORTES']",Estándar,0.7300588449721398,85.77367346938775,36.649,57597.0,1294.92,7707.74,9729.675,1,35,92,18,94,95,51,42,13,56,-0.9991567651165434,-0.543202318179077,0.13546543718780862
3078,942,7919.82,2021-12-20,30,{'$oid': '69fd6ef6476e52befdc83ce1'},Dulce Valverde Quiñones,No binario,28,"{'ciudad': 'Hermosiyo', 'estado': 'Sonora'}",110323.77,46156.81,277071,['electrónica'],Premium Joven,0.41837213891313796,273.09724137931033,277.071,1323885.24,64166.96000000001,54076.63,110576.085,24,97,39,12,48,61,84,50,33,35,-0.3523811931649312,-0.07228463040471816,-0.06830773776930515
3079,468,6567.24,2021-08-25,29,{'$oid': '69fd6ef6476e52befdc83b07'},Marcos Mares Paz,Masculino,38,"{'ciudad': 'Los Mochs', 'estado': 'Sinloa'}",219882.15,126205.28,357679,['ropa y calzado'],Estándar,0.5739652174348058,168.39076923076922,357.679,2638585.8,93676.87,132772.52,181476.875,57,21,4,41,13,43,95,57,70,28,0.28320722489413996,-0.11988975659064455,0.05800978940430812
3080,1037,6141.2,2023-08-21,21,{'$oid': '69fd6ef6476e52befdc83d40'},Abraham Armando Orta,Prefiere no decir,62,"{'ciudad': 'Colima', 'estado': 'Colima'}",328491.65,117431.11,256113,"['Electrónica', 'ropa y calzado', 'Deportes']",Estándar,0.3574847412872099,97.47936507936508,256.113,3941899.8000000003,211060.54000000004,123572.31,215468.42500000002,70,64,64,87,60,56,52,64,76,46,0.6168255536390428,-0.2670878237676598,-0.49135571616868806
3081,234,7087.4,2021-07-12,23,{'$oid': '69fd6ef6476e52befdc83a1d'},Sr(a). Jaime Zambrano,Prefiere no decir,64,"{'ciudad': 'Celaya', 'estado': 'Guanajuato'}",222601.19,83471.4,689977,"['BELLEZA', 'ROPA Y CALZADO', 'ropa y calzado', 'belleza', 'ELECTRÓNICA']",Estándar,0.3749801383355662,109.03692307692307,689.977,2671214.2800000003,139129.79,90558.79999999999,249295.995,41,95,74,48,49,70,97,46,61,67,0.39601264116276824,0.562075842158154,-0.026155388728569873
3082,480,6184.98,2023-10-06,30,{'$oid': '69fd6ef6476e52befdc83b13'},Ing. Josefina Reynoso,Prefiere no decir,25,"{'ciudad': 'Puebla', 'estado': 'Puebla'}",251213.77,178077.02,146454,"['deportes', 'ropa y calzado', 'BELLEZA']",Premium Joven,0.708863654792272,237.88384615384615,146.454,3014565.2399999998,73136.75,184262.0,154897.685,54,52,6,82,67,20,77,89,30,16,0.3831127433444732,-0.5992418005098676,0.05651055396394178
3083,628,4273.36,2022-12-29,76,{'$oid': '69fd6ef6476e52befdc83ba7'},Isabela Anel Collado Llamas,Femenino,83,"{'ciudad': 'Tapachul', 'estado': 'Chiapas'}",121335.01,3694.45,255498,"['Electrónica', 'belleza', 'ropa y calzado', 'ELECTRÓNICA']",Estándar,0.030448092037969603,50.87333333333333,255.498,1456020.1199999999,117640.56,7967.8099999999995,111767.10500000001,46,34,57,64,7,47,52,74,37,79,-0.47920258791841697,-0.031607867586486205,-0.5134279395943057
3084,775,6938.58,2022-07-20,28,{'$oid': '69fd6ef6476e52befdc83c3a'},Dr. Salma Menchaca,Prefiere no decir,18,"{'ciudad': 'Aguascalientes', 'estado': 'Aguascalientes'}",298725.87,92192.3,684449,"['Hogar y Cocina', 'electrónica', 'ropa y calzado', 'HOGAR Y COCINA']",Premium Joven,0.30861736676047924,365.18842105263155,684.449,3584710.44,206533.57,99130.88,286252.735,60,96,30,16,77,54,84,89,82,83,0.7547859009355693,0.6344092475883234,-0.2609577770443053
3085,948,1503.01,2023-08-30,15,{'$oid': '69fd6ef6476e52befdc83ce7'},Andrea Herrera Galindo,No binario,42,"{'ciudad': 'culiacan', 'estado': 'Sinaloa'}",193193.06,146969.19,291038,"['ROPA Y CALZADO', 'Belleza', 'electrónica', 'HOGAR Y COCINA', 'ELECTRÓNICA']",Estándar,0.7607334821784894,34.953720930232556,291.038,2318316.7199999997,46223.869999999995,148472.2,154804.13,60,35,99,80,25,41,54,54,16,74,0.16161097402534863,-0.3421100137263264,0.26047915838265884
3086,898,4627.6,2023-03-23,74,{'$oid': '69fd6ef6476e52befdc83cb5'},Gabino Laboy,Prefiere no decir,81,"{'ciudad': 'Colima', 'estado': 'Colim'}",330914.08,25923.82,47321,"['ROPA Y CALZADO', 'hogar y cocina', 'belleza']",Estándar,0.07833979642148674,56.43414634146342,47.321,3970968.96,304990.26,30551.42,174921.24000000002,57,15,74,23,23,75,41,53,45,49,0.31453557107816654,-0.432149449134481,-1.0736727907245687
3087,983,3811.05,2021-01-24,49,{'$oid': '69fd6ef6476e52befdc83d0a'},Alejandra Clara Batista Amaya,Femenino,30,"{'ciudad': 'Torreón', 'estado': 'Coahuila '}",187908.45,119429.54,577445,['ELECTRÓNICA'],Estándar,0.635569632075449,122.93709677419355,577.445,2254901.4000000004,68478.91000000002,123240.59,209443.225,31,96,96,86,51,66,42,29,71,68,0.27475935674413554,0.2636073420872668,0.2790830693381288
3088,192,5373.65,2023-08-28,29,{'$oid': '69fd6ef6476e52befdc839f3'},Benjamín Hernádez,No binario,64,"{'ciudad': 'Villaermosa', 'estado': 'Tabasco'}",72284.59,9663.65,660348,"['BELLEZA', 'belleza', 'DEPORTES']",Estándar,0.1336870875647553,82.67153846153846,660.348,867415.08,62620.939999999995,15037.3,168211.89500000002,84,6,67,39,47,31,22,37,1,22,-0.3896907878500685,0.692710535932805,-0.009451217315105398
3089,1142,9156.38,2020-07-28,54,{'$oid': '69fd6ef6476e52befdc83da9'},Ricardo Esmeralda Padilla,Femenino,68,"{'ciudad': 'Hermosiyo', 'estado': 'Sonora'}",304614.72,159675.94,267756,"['hogar y cocina', 'BELLEZA', 'DEPORTES']",Estándar,0.5241881147827828,132.70115942028986,267.756,3655376.6399999997,144938.77999999997,168832.32,205858.56,24,85,90,33,97,64,39,69,53,18,0.6068480228590947,-0.3498434756730593,-0.18518826809078426
3090,348,1564.96,2021-11-13,12,{'$oid': '69fd6ef6476e52befdc83a8f'},Ing. Daniela Jaimes,Masculino,54,"{'ciudad': 'Tijuana', 'estado': 'Baja Calif.'}",250688.49,21326.2,444839,"['ROPA Y CALZADO', 'HOGAR Y COCINA', 'electrónica', 'DEPORTES', 'belleza']",Estándar,0.08507017984678976,28.453818181818182,444.839,3008261.88,229362.28999999998,22891.16,214312.04499999998,89,97,15,24,5,90,23,14,28,22,0.22240100749965452,0.2953697611970875,-0.6055203460428
3091,143,8546.16,2020-11-20,31,{'$oid': '69fd6ef6476e52befdc839c2'},Rebeca Fidel Oquendo,Femenino,22,"{'ciudad': 'Monterrey', 'estado': 'Nuevo Leon'}",127789.19,88060.28,611400,"['deportes', 'BELLEZA', 'ROPA Y CALZADO', 'HOGAR Y COCINA']",Premium Joven,0.6891004700752068,371.57217391304346,611.4,1533470.28,39728.91,96606.44,186174.595,36,32,17,61,96,91,48,97,53,16,0.025710031947274725,0.38991365230934266,0.385757129966213
3092,545,1115.53,2023-05-29,43,{'$oid': '69fd6ef6476e52befdc83b54'},Jonás Cornejo Ramos,No binario,44,"{'ciudad': 'Chihuas', 'estado': 'Chihuahua'}",49023.62,20379.75,409702,"['ropa y calzado', 'belleza', 'HOGAR Y COCINA', 'hogar y cocina']",Estándar,0.4157043950570142,24.789555555555555,409.702,588283.4400000001,28643.870000000003,21495.28,106452.21,85,52,91,55,94,58,33,27,44,56,-0.5947397271457595,0.1764354126893874,0.10134089523095546
3093,198,2159.84,2021-09-08,7,{'$oid': '69fd6ef6476e52befdc839f9'},Sr(a). María Cristina Loya,No binario,45,"{'ciudad': 'Aguascalientes', 'estado': 'Aguascalientes'}",128990.16,8844.05,696472,['Deportes'],Estándar,0.06856322557297724,46.953043478260874,696.472,1547881.92,120146.11,11003.89,203789.47999999998,30,83,18,61,95,55,41,5,67,3,-0.13861114775272665,0.802761938403395,-0.21041646824955057
3094,659,3563.23,2022-11-01,46,{'$oid': '69fd6ef6476e52befdc83bc6'},Mónica Tijerina,Masculino,30,"{'ciudad': 'Puerto Vallarta', 'estado': 'Jalisco'}",283906.97,119022.54,130527,"['belleza', 'DEPORTES', 'Belleza', 'hogar y cocina', 'ROPA Y CALZADO']",Estándar,0.41922930166419775,114.94290322580645,130.527,3406883.6399999997,164884.43,122585.76999999999,168058.88499999998,24,97,19,84,13,46,30,44,39,53,0.36951492556996635,-0.48492192589454786,-0.4041717630872121
3095,962,8719.5,2022-09-28,64,{'$oid': '69fd6ef6476e52befdc83cf5'},Nancy Joaquín Vélez Ruiz,Masculino,49,"{'ciudad': 'Torreón', 'estado': 'Coahuila'}",18996.93,6687.66,95997,"['hogar y cocina', 'Deportes']",Estándar,0.35202045696557466,174.39,95.997,227963.16,12309.27,15407.16,28697.865,30,28,76,97,42,95,78,15,10,35,-0.9260536853051198,-0.35499489798356554,-0.09539611353522826
3096,297,5884.83,2020-07-09,42,{'$oid': '69fd6ef6476e52befdc83a5c'},Lic. Esparta Marroquín,Prefiere no decir,37,"{'ciudad': 'Durngo', 'estado': 'Durngo'}",192655.88,35409.1,582116,"['ropa y calzado', 'BELLEZA', 'ROPA Y CALZADO', 'belleza']",Estándar,0.18379359200668047,154.86394736842104,582.116,2311870.56,157246.78,41293.93,212751.14,86,95,88,95,5,24,47,67,51,80,0.1261337005509231,0.5073674354223936,-0.2931295240544883
3097,21,9131.36,2023-06-26,44,{'$oid': '69fd6ef6476e52befdc83948'},Dr. Carolina Segura,No binario,35,"{'ciudad': 'Hermosillo', 'estado': 'Sonora'}",184470.41,152773.51,539722,"['Electrónica', 'DEPORTES', 'hogar y cocina', 'BELLEZA', 'Ropa y Calzado']",Estándar,0.8281690371423952,253.6488888888889,539.722,2213644.92,31696.899999999994,161904.87,200179.605,92,85,69,40,23,77,57,1,14,85,0.3260711845724644,0.09243594235822927,0.55278011804429
3098,771,4721.92,2020-10-06,26,{'$oid': '69fd6ef6476e52befdc83c36'},Margarita Sosa de Jesús,No binario,30,"{'ciudad': 'La Paz', 'estado': 'Baja California Sur'}",186615.22,100961.61,589953,['BELLEZA'],Estándar,0.5410119763437498,152.32,589.953,2239382.64,85653.61,105683.53,211298.21000000002,7,98,24,58,62,89,72,24,79,21,0.24057038137356046,0.35167775547746444,0.17056068075472025
3099,874,490.48,2023-01-02,66,{'$oid': '69fd6ef6476e52befdc83c9d'},Sr(a). Amador Leiva,Prefiere no decir,47,"{'ciudad': 'Cancún', 'estado': 'Q Roo'}",255548.27,49370.49,8942,"['Belleza', 'Ropa y Calzado', 'ROPA Y CALZADO']",Estándar,0.19319362563626186,10.218333333333334,8.942,3066579.2399999998,206177.78,49860.97,129562.53499999999,35,64,91,72,1,37,57,76,6,65,0.029695944832911936,-0.546210150514891,-0.7863375422312728
